=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.02.26 16:38:28 =~=~=~=~=~=~=~=~=~=~=~=
ESP-ROM:esp32s3-20210327
175,142,126
76765,1,1,194,176,140,124
76945,1,1,195,155,142,166
77125,1,1,196,175,144,126
77305,1,1,196,175,144,126
77485,1,1,199,174,146,128
77666,1,1,200,149,144,178
77846,1,1,200,150,144,176
78026,1,1,201,150,146,176
78206,1,1,200,150,144,176
78386,1,1,200,150,144,176
78566,1,1,200,148,144,180
78746,1,1,199,156,146,164
78926,1,1,200,151,144,174
79106,1,1,201,153,146,170
79286,1,1,201,153,146,170
79466,1,1,201,179,146,118
79647,1,1,202,179,148,118
79827,1,1,201,180,146,116
80007,1,1,200,160,148,156
80187,1,1,200,180,148,116
80367,1,1,201,181,146,114
80547,1,1,202,155,148,166
80727,1,1,200,153,148,170
80907,1,1,199,152,146,172
81087,1,1,198,153,148,170
81267,1,1,199,152,146,172
81447,1,1,198,151,148,174
81628,1,1,199,153,146,170
81808,1,1,199,154,146,168
81988,1,1,201,154,146,168
82168,1,1,200,156,148,164
82348,1,1,201,156,150,164
82528,1,1,200,157,148,162
82708,1,1,200,159,148,158
82888,1,1,200,183,148,110
83068,1,1,201,157,150,162
83248,1,1,200,158,148,160
83428,1,1,200,157,148,162
83609,1,1,200,157,148,162
83789,1,1,200,157,148,162
83969,1,1,198,156,148,164
84149,1,1,197,157,146,162
84329,1,1,197,156,146,164
84509,1,1,197,153,146,170
84689,1,1,197,156,146,164
84869,1,1,198,154,148,168
85049,1,1,200,156,148,164
85229,1,1,200,157,148,162
85409,1,1,200,158,148,160
85590,1,1,202,161,148,154
85770,1,1,203,163,150,150
85950,1,1,205,164,150,148
86130,1,1,205,163,150,150
86310,1,1,205,167,150,142
86490,1,1,204,163,148,150
86670,1,1,205,161,150,154
86850,1,1,205,160,150,156
87030,1,1,205,158,150,160
87210,1,1,205,154,150,168
87390,1,1,205,155,150,166
87571,1,1,205,154,150,168
87751,1,1,207,150,150,176
87931,1,1,206,150,148,176
88111,1,1,207,155,150,166
88291,1,1,207,154,150,168
88471,1,1,206,151,148,174
88651,1,1,206,154,148,168
88831,1,1,206,157,148,162
89011,1,1,207,159,150,158
89191,1,1,206,160,148,156
89371,1,1,207,182,150,112
89551,1,1,207,182,150,112
89732,1,1,207,159,150,158
89912,1,1,207,159,150,158
90092,1,1,207,182,150,112
90272,1,1,207,157,150,162
90452,1,1,207,158,150,160
90632,1,1,207,156,150,164
90812,1,1,207,158,150,160
90992,1,1,207,154,150,168
91172,1,1,207,156,150,164
