=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.02.24 23:23:19 =~=~=~=~=~=~=~=~=~=~=~=
ESP-ROM:esp32s3-20210327
0,124,74,48,64
31011,1,0,124,74,48,64
31035,1,0,124,74,48,64
31059,1,0,125,75,49,64
31083,1,0,125,75,49,64
31107,1,0,125,75,49,64
31131,1,0,124,75,48,64
31155,1,0,124,75,48,64
31179,1,0,124,75,48,64
31203,1,0,124,75,48,64
31227,1,0,124,75,48,64
31251,1,0,124,75,48,64
31275,1,0,124,75,48,64
31299,1,0,124,75,48,64
31323,1,0,124,75,48,64
31347,1,0,124,75,48,64
31371,1,0,124,75,48,64
31395,1,0,124,75,48,64
31419,1,0,124,75,48,64
31443,1,0,124,74,48,64
31467,1,0,124,74,48,64
31491,1,0,124,74,48,64
31515,1,0,124,74,48,64
31539,1,0,124,74,48,64
31563,1,0,124,74,48,64
31587,1,0,124,74,48,64
31611,1,0,123,74,48,64
31635,1,0,123,74,48,64
31659,1,0,123,74,48,64
31683,1,0,123,74,48,64
31707,1,0,123,74,48,64
31731,1,0,123,75,48,64
31755,1,0,123,75,48,64
31779,1,0,123,75,48,64
31803,1,0,123,75,48,64
31827,1,0,124,75,48,64
31851,1,0,124,75,48,64
31875,1,0,124,75,48,64
31899,1,0,123,74,48,64
31923,1,0,123,74,48,64
31947,1,0,124,75,48,64
31971,1,0,124,75,48,64
31995,1,0,124,75,48,64
32019,1,0,124,75,48,64
32043,1,0,124,75,48,64
32067,1,0,124,75,48,64
32091,1,0,124,75,48,64
32115,1,0,124,75,48,64
32139,1,0,124,75,48,64
32163,1,0,130,74,48,64
32187,1,0,130,74,48,64
32211,1,0,130,74,48,64
32235,1,0,130,74,48,64
32259,1,0,130,74,48,64
32283,1,0,130,74,48,64
32307,1,0,130,74,48,64
32331,1,0,123,74,48,64
32355,1,0,123,74,48,64
32379,1,0,123,74,48,64
32403,1,0,123,74,48,64
32427,1,0,130,73,48,64
32451,1,0,130,73,48,64
32475,1,0,130,73,48,64
32499,1,0,130,73,48,64
32523,1,0,123,74,48,64
32547,1,0,123,74,48,64
32571,1,0,123,74,48,64
32595,1,0,123,74,48,64
32619,1,0,123,74,48,64
32643,1,0,130,73,49,64
32667,1,0,130,73,49,64
32691,1,0,130,73,49,64
32715,1,0,124,74,48,64
32739,1,0,124,74,48,64
32763,1,0,124,74,48,64
32787,1,0,124,74,48,64
32811,1,0,123,75,48,64
32835,1,0,123,75,48,64
32859,1,0,123,75,48,64
32883,1,0,123,75,48,64
32907,1,0,124,74,48,64
32931,1,0,124,74,48,64
32955,1,0,124,74,48,64
32979,1,0,124,74,48,64
33003,1,0,124,74,48,64
33027,1,0,124,75,48,64
33051,1,0,124,75,48,64
33075,1,0,124,75,48,64
33099,1,0,124,75,48,64
33123,1,0,124,75,48,64
33147,1,0,124,75,48,64
33171,1,0,124,75,48,64
33195,1,0,123,75,48,64
33219,1,0,123,75,48,64
33243,1,0,123,75,48,64
33267,1,0,123,75,48,64
33291,1,0,123,75,48,64
33315,1,0,123,75,48,64
33339,1,0,123,75,48,64
33363,1,0,123,75,48,64
33387,1,0,123,75,48,64
33411,1,0,124,74,48,64
33435,1,0,124,74,48,64
33459,1,0,124,74,48,64
33483,1,0,124,74,48,64
33507,1,0,123,74,48,64
33531,1,0,123,74,48,64
33555,1,0,123,74,48,64
33579,1,0,123,74,48,64
33603,1,0,123,74,48,64
33627,1,0,123,74,48,64
33651,1,0,123,74,48,64
33675,1,0,124,75,48,64
33699,1,0,124,75,48,64
33723,1,0,124,75,48,64
33747,1,0,124,75,48,64
33771,1,0,124,75,48,64
33795,1,0,124,74,48,64
33819,1,0,124,74,48,64
33843,1,0,124,74,48,64
33867,1,0,124,74,48,64
33891,1,0,124,74,48,64
33915,1,0,124,74,48,64
33939,1,0,124,74,48,64
33963,1,0,123,74,48,64
33987,1,0,123,74,48,64
34011,1,0,123,74,48,64
34035,1,0,123,74,48,64
34059,1,0,123,75,48,64
34083,1,0,123,75,48,64
34107,1,0,123,75,48,64
34131,1,0,123,75,48,64
34155,1,0,124,75,48,64
34179,1,0,124,75,48,64
34203,1,0,124,75,48,64
34227,1,0,124,75,48,64
34251,1,0,124,75,48,64
34275,1,0,123,74,48,64
34299,1,0,123,74,48,64
34323,1,0,123,74,48,64
34347,1,0,123,75,48,64
34371,1,0,123,75,48,64
34395,1,0,123,75,48,64
34419,1,0,123,75,48,64
34443,1,0,130,74,48,64
34467,1,0,130,74,48,64
34491,1,0,130,74,48,64
34515,1,0,130,74,48,64
34539,1,0,130,73,48,64
34563,1,0,130,73,48,64
34587,1,0,130,73,48,64
34611,1,0,130,73,48,64
34635,1,0,130,73,48,64
34659,1,0,130,72,48,64
34683,1,0,130,72,48,64
34707,1,0,130,72,48,64
34731,1,0,130,72,49,64
34755,1,0,130,72,49,64
34779,1,0,130,72,49,64
34803,1,0,130,72,49,64
34827,1,0,130,72,48,64
34851,1,0,130,72,48,64
34875,1,0,130,72,48,64
34899,1,0,130,72,48,64
34923,1,0,131,70,48,64
34947,1,0,131,70,48,64
34971,1,0,131,70,48,64
34995,1,0,131,70,48,64
35019,1,0,131,70,48,64
35043,1,0,132,71,48,64
35067,1,0,132,71,48,64
35091,1,0,132,71,48,64
35115,1,0,131,71,48,64
35139,1,0,131,71,48,64
35163,1,0,131,71,48,64
35187,1,0,131,71,48,64
35211,1,0,131,71,48,64
35235,1,0,131,71,48,64
35259,1,0,131,71,48,64
35283,1,0,131,71,48,64
35307,1,0,133,71,48,64
35331,1,0,133,71,48,64
35355,1,0,133,71,48,64
35379,1,0,133,71,48,64
35403,1,0,133,71,48,64
35427,1,0,133,73,48,64
35451,1,0,133,73,48,64
35475,1,0,133,73,48,64
35499,1,0,134,71,48,64
35523,1,0,134,71,48,64
35547,1,0,134,71,48,64
35571,1,0,134,71,48,64
35595,1,0,134,70,48,64
35619,1,0,134,70,48,64
35643,1,0,134,70,48,64
35667,1,0,134,70,48,64
35691,1,0,135,72,48,64
35715,1,0,135,72,48,64
35739,1,0,135,72,48,64
35763,1,0,135,72,48,64
35787,1,0,135,70,48,64
35811,1,0,135,70,48,64
35835,1,0,135,70,48,64
35859,1,0,135,70,48,64
35883,1,0,136,67,48,64
35907,1,0,136,67,48,64
35931,1,0,136,67,48,64
35955,1,0,136,67,48,64
35979,1,0,136,67,48,64
36003,1,0,136,67,48,64
36027,1,0,136,67,48,64
36051,1,0,136,67,48,64
36075,1,0,139,67,48,64
36099,1,0,139,67,48,64
36123,1,0,139,67,48,64
36147,1,0,139,67,48,64
36171,1,0,140,69,48,64
36195,1,0,140,69,48,64
36219,1,0,140,69,48,64
36243,1,0,140,69,48,64
36267,1,0,140,71,48,64
36291,1,0,140,71,48,64
36315,1,0,147,68,48,64
36339,1,0,147,68,48,64
36363,1,0,147,68,48,64
36387,1,0,147,68,48,64
36411,1,0,148,70,48,64
36435,1,0,148,70,48,64
36459,1,0,148,70,48,64
36483,1,0,148,70,48,64
36507,1,0,151,71,48,64
36531,1,0,151,71,48,64
36555,1,0,151,71,48,64
36579,1,0,151,71,48,64
36603,1,0,151,70,48,64
36627,1,0,151,70,48,64
36651,1,0,151,70,48,64
